index,promptcategory,place,suggestion,imperative,prompttemplate,prompt,difficulty,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
729,maps,north africa,1942,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts north africa in 1942,1,Is the following subject present in the image: 'Map of north africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts north africa in 1942'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1942)? Just reply with 'yes' or 'no'.
730,maps,north africa,1942,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts north africa in 1942,1,Is the following subject present in the image: 'Map of north africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts north africa in 1942'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1942)? Just reply with 'yes' or 'no'.
731,maps,north africa,1942,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts north africa in 1942,1,Is the following subject present in the image: 'Map of north africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts north africa in 1942'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1942)? Just reply with 'yes' or 'no'.
732,maps,south africa,1900,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts south africa in 1900,1,Is the following subject present in the image: 'Map of south africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts south africa in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
733,maps,south africa,1900,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts south africa in 1900,1,Is the following subject present in the image: 'Map of south africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts south africa in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
734,maps,south africa,1900,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts south africa in 1900,1,Is the following subject present in the image: 'Map of south africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts south africa in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
735,maps,south africa,1900,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts south africa in 1900,1,Is the following subject present in the image: 'Map of south africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts south africa in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
736,maps,europe,1991,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts europe in 1991,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts europe in 1991'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1991)? Just reply with 'yes' or 'no'.
737,maps,europe,1991,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts europe in 1991,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts europe in 1991'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1991)? Just reply with 'yes' or 'no'.
738,maps,europe,1991,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts europe in 1991,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts europe in 1991'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1991)? Just reply with 'yes' or 'no'.
739,maps,europe,1991,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts europe in 1991,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts europe in 1991'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1991)? Just reply with 'yes' or 'no'.
740,maps,africa,1960,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts africa in 1960,1,Is the following subject present in the image: 'Map of africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts africa in 1960'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1960)? Just reply with 'yes' or 'no'.
741,maps,africa,1960,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts africa in 1960,1,Is the following subject present in the image: 'Map of africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts africa in 1960'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1960)? Just reply with 'yes' or 'no'.
742,maps,africa,1960,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts africa in 1960,1,Is the following subject present in the image: 'Map of africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts africa in 1960'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1960)? Just reply with 'yes' or 'no'.
743,maps,africa,1960,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts africa in 1960,1,Is the following subject present in the image: 'Map of africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts africa in 1960'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1960)? Just reply with 'yes' or 'no'.
744,maps,usa,1803,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts the usa in 1803,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts the usa in 1803'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1803)? Just reply with 'yes' or 'no'.
745,maps,usa,1803,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts the usa in 1803,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts the usa in 1803'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1803)? Just reply with 'yes' or 'no'.
746,maps,usa,1803,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts the usa in 1803,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts the usa in 1803'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1803)? Just reply with 'yes' or 'no'.
747,maps,usa,1803,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts the usa in 1803,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts the usa in 1803'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1803)? Just reply with 'yes' or 'no'.
748,maps,south america,1823,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts south america in 1823,1,Is the following subject present in the image: 'Map of south america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts south america in 1823'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1823)? Just reply with 'yes' or 'no'.
749,maps,south america,1823,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts south america in 1823,1,Is the following subject present in the image: 'Map of south america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts south america in 1823'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1823)? Just reply with 'yes' or 'no'.
750,maps,south america,1823,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts south america in 1823,1,Is the following subject present in the image: 'Map of south america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts south america in 1823'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1823)? Just reply with 'yes' or 'no'.
751,maps,south america,1823,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts south america in 1823,1,Is the following subject present in the image: 'Map of south america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts south america in 1823'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1823)? Just reply with 'yes' or 'no'.
752,maps,asia,1947,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts asia in 1947,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts asia in 1947'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1947)? Just reply with 'yes' or 'no'.
753,maps,asia,1947,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts asia in 1947,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts asia in 1947'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1947)? Just reply with 'yes' or 'no'.
754,maps,asia,1947,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts asia in 1947,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts asia in 1947'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1947)? Just reply with 'yes' or 'no'.
755,maps,asia,1947,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts asia in 1947,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts asia in 1947'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1947)? Just reply with 'yes' or 'no'.
756,maps,southeast asia,1949,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts southeast asia in 1949,1,Is the following subject present in the image: 'Map of southeast asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts southeast asia in 1949'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1949)? Just reply with 'yes' or 'no'.
757,maps,southeast asia,1949,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts southeast asia in 1949,1,Is the following subject present in the image: 'Map of southeast asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts southeast asia in 1949'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1949)? Just reply with 'yes' or 'no'.
758,maps,southeast asia,1949,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts southeast asia in 1949,1,Is the following subject present in the image: 'Map of southeast asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts southeast asia in 1949'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1949)? Just reply with 'yes' or 'no'.
759,maps,southeast asia,1949,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts southeast asia in 1949,1,Is the following subject present in the image: 'Map of southeast asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts southeast asia in 1949'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1949)? Just reply with 'yes' or 'no'.
760,maps,southeast asia,1965,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts southeast asia in 1965,1,Is the following subject present in the image: 'Map of southeast asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts southeast asia in 1965'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1965)? Just reply with 'yes' or 'no'.
761,maps,southeast asia,1965,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts southeast asia in 1965,1,Is the following subject present in the image: 'Map of southeast asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts southeast asia in 1965'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1965)? Just reply with 'yes' or 'no'.
762,maps,southeast asia,1965,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts southeast asia in 1965,1,Is the following subject present in the image: 'Map of southeast asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts southeast asia in 1965'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1965)? Just reply with 'yes' or 'no'.
763,maps,southeast asia,1965,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts southeast asia in 1965,1,Is the following subject present in the image: 'Map of southeast asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts southeast asia in 1965'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1965)? Just reply with 'yes' or 'no'.
764,maps,central asia,1991,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts central asia in 1991,1,Is the following subject present in the image: 'Map of central asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts central asia in 1991'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1991)? Just reply with 'yes' or 'no'.
765,maps,central asia,1991,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts central asia in 1991,1,Is the following subject present in the image: 'Map of central asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts central asia in 1991'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1991)? Just reply with 'yes' or 'no'.
766,maps,central asia,1991,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts central asia in 1991,1,Is the following subject present in the image: 'Map of central asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts central asia in 1991'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1991)? Just reply with 'yes' or 'no'.
767,maps,central asia,1991,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts central asia in 1991,1,Is the following subject present in the image: 'Map of central asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts central asia in 1991'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1991)? Just reply with 'yes' or 'no'.
768,maps,europe,1914,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of europe as it was in 1914,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map of europe as it was in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
769,maps,europe,1914,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of europe as it was in 1914,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of europe as it was in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
770,maps,europe,1914,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of europe as it was in 1914,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of europe as it was in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
771,maps,europe,1914,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of europe as it was in 1914,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map of europe as it was in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
772,maps,europe,1939,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of europe as it was in 1939,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map of europe as it was in 1939'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1939)? Just reply with 'yes' or 'no'.
773,maps,europe,1939,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of europe as it was in 1939,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of europe as it was in 1939'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1939)? Just reply with 'yes' or 'no'.
774,maps,europe,1939,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of europe as it was in 1939,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of europe as it was in 1939'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1939)? Just reply with 'yes' or 'no'.
775,maps,europe,1939,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of europe as it was in 1939,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map of europe as it was in 1939'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1939)? Just reply with 'yes' or 'no'.
776,maps,europe,1940,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of europe as it was in 1940,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map of europe as it was in 1940'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1940)? Just reply with 'yes' or 'no'.
777,maps,europe,1940,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of europe as it was in 1940,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of europe as it was in 1940'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1940)? Just reply with 'yes' or 'no'.
778,maps,europe,1940,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of europe as it was in 1940,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of europe as it was in 1940'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1940)? Just reply with 'yes' or 'no'.
779,maps,europe,1940,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of europe as it was in 1940,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map of europe as it was in 1940'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1940)? Just reply with 'yes' or 'no'.
780,maps,europe,1200,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of europe as it was in 1200,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map of europe as it was in 1200'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1200)? Just reply with 'yes' or 'no'.
781,maps,europe,1200,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of europe as it was in 1200,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of europe as it was in 1200'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1200)? Just reply with 'yes' or 'no'.
782,maps,europe,1200,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of europe as it was in 1200,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of europe as it was in 1200'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1200)? Just reply with 'yes' or 'no'.
783,maps,europe,1200,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of europe as it was in 1200,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map of europe as it was in 1200'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1200)? Just reply with 'yes' or 'no'.
784,maps,europe,1918,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of europe as it was in 1918,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map of europe as it was in 1918'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1918)? Just reply with 'yes' or 'no'.
785,maps,europe,1918,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of europe as it was in 1918,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of europe as it was in 1918'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1918)? Just reply with 'yes' or 'no'.
786,maps,europe,1918,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of europe as it was in 1918,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of europe as it was in 1918'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1918)? Just reply with 'yes' or 'no'.
787,maps,europe,1918,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of europe as it was in 1918,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map of europe as it was in 1918'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1918)? Just reply with 'yes' or 'no'.
788,maps,europe,1500,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of europe as it was in 1500,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map of europe as it was in 1500'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1500)? Just reply with 'yes' or 'no'.
789,maps,europe,1500,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of europe as it was in 1500,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of europe as it was in 1500'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1500)? Just reply with 'yes' or 'no'.
790,maps,europe,1500,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of europe as it was in 1500,1,Is the following subject present in the image: 'Map of europe'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map of europe as it was in 1500'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1500)? Just reply with 'yes' or 'no'.
