index,subject,lifespan,anAge,prompttemplate,promptcategory,imperative,prompt,difficulty,time,goldenrecordImages,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
2162,Polar Bear,30.0,43.8,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Create,Create a photorealistic image of a Polar Bear that is 88 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Polar%20Bear%20-%20Alaska%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Greenland.svg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Polar Bear'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Polar Bear that is 88 years old.'? Is the correct temporal knowledge applied (i.e. 88 years old)? Just reply with 'yes' or 'no'.
2163,Polar Bear,30.0,43.8,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Create,Create a photorealistic image of a Polar Bear that is 22.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Polar%20Bear%20-%20Alaska%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Greenland.svg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Polar Bear'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Polar Bear that is 22.0 years old.'? Is the correct temporal knowledge applied (i.e. 220 years old)? Just reply with 'yes' or 'no'.
2164,Polar Bear,30.0,43.8,(imperative) a photorealistic image of (name) that is 1 month old,youth,Generate,Generate a photorealistic image of a Polar Bear that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Polar%20Bear%20-%20Alaska%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Greenland.svg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Polar Bear'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Polar Bear that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
2165,Polar Bear,30.0,43.8,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Generate,Generate a photorealistic image of a Polar Bear that is 35 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Polar%20Bear%20-%20Alaska%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Greenland.svg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Polar Bear'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Polar Bear that is 35 years old.'? Is the correct temporal knowledge applied (i.e. 35 years old)? Just reply with 'yes' or 'no'.
2166,Polar Bear,30.0,43.8,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Generate,Generate a photorealistic image of a Polar Bear that is 88 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Polar%20Bear%20-%20Alaska%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Greenland.svg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Polar Bear'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Polar Bear that is 88 years old.'? Is the correct temporal knowledge applied (i.e. 88 years old)? Just reply with 'yes' or 'no'.
2167,Polar Bear,30.0,43.8,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Generate,Generate a photorealistic image of a Polar Bear that is 22.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Polar%20Bear%20-%20Alaska%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Greenland.svg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Polar Bear'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Polar Bear that is 22.0 years old.'? Is the correct temporal knowledge applied (i.e. 220 years old)? Just reply with 'yes' or 'no'.
2168,Polar Bear,30.0,43.8,(imperative) a photorealistic image of (name) that is 1 month old,youth,Give me,Give me a photorealistic image of a Polar Bear that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Polar%20Bear%20-%20Alaska%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Greenland.svg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Polar Bear'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Polar Bear that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
2169,Polar Bear,30.0,43.8,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Give me,Give me a photorealistic image of a Polar Bear that is 35 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Polar%20Bear%20-%20Alaska%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Greenland.svg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Polar Bear'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Polar Bear that is 35 years old.'? Is the correct temporal knowledge applied (i.e. 35 years old)? Just reply with 'yes' or 'no'.
2170,Polar Bear,30.0,43.8,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Give me,Give me a photorealistic image of a Polar Bear that is 88 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Polar%20Bear%20-%20Alaska%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Greenland.svg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Polar Bear'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Polar Bear that is 88 years old.'? Is the correct temporal knowledge applied (i.e. 88 years old)? Just reply with 'yes' or 'no'.
2171,Polar Bear,30.0,43.8,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Give me,Give me a photorealistic image of a Polar Bear that is 22.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Polar%20Bear%20-%20Alaska%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Greenland.svg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Polar Bear'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Polar Bear that is 22.0 years old.'? Is the correct temporal knowledge applied (i.e. 220 years old)? Just reply with 'yes' or 'no'.
2172,Polar Bear,30.0,43.8,(imperative) a photorealistic image of (name) that is 1 month old,youth,Produce,Produce a photorealistic image of a Polar Bear that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Polar%20Bear%20-%20Alaska%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Greenland.svg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Polar Bear'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Polar Bear that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
2173,Polar Bear,30.0,43.8,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Produce,Produce a photorealistic image of a Polar Bear that is 35 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Polar%20Bear%20-%20Alaska%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Greenland.svg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Polar Bear'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Polar Bear that is 35 years old.'? Is the correct temporal knowledge applied (i.e. 35 years old)? Just reply with 'yes' or 'no'.
2174,Polar Bear,30.0,43.8,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Produce,Produce a photorealistic image of a Polar Bear that is 88 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Polar%20Bear%20-%20Alaska%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Greenland.svg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Polar Bear'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Polar Bear that is 88 years old.'? Is the correct temporal knowledge applied (i.e. 88 years old)? Just reply with 'yes' or 'no'.
2175,Polar Bear,30.0,43.8,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Produce,Produce a photorealistic image of a Polar Bear that is 22.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Polar%20Bear%20-%20Alaska%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Greenland.svg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Polar Bear'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Polar Bear that is 22.0 years old.'? Is the correct temporal knowledge applied (i.e. 220 years old)? Just reply with 'yes' or 'no'.
2176,Proboscis Monkey,20.0,25.1,(imperative) a photorealistic image of (name) that is 1 month old,youth,Create,Create a photorealistic image of a Proboscis Monkey that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20monkey%20%28Nasalis%20larvatus%29%20male%20Labuk%20Bay.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkey%20in%20Borneo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkeys%20%28Nasalis%20larvatus%29%20female%20with%20young%20%2814130225406%29.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Proboscis Monkey'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Proboscis Monkey that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
2177,Proboscis Monkey,20.0,25.1,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Create,Create a photorealistic image of a Proboscis Monkey that is 20 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20monkey%20%28Nasalis%20larvatus%29%20male%20Labuk%20Bay.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkey%20in%20Borneo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkeys%20%28Nasalis%20larvatus%29%20female%20with%20young%20%2814130225406%29.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Proboscis Monkey'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Proboscis Monkey that is 20 years old.'? Is the correct temporal knowledge applied (i.e. 20 years old)? Just reply with 'yes' or 'no'.
2178,Proboscis Monkey,20.0,25.1,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Create,Create a photorealistic image of a Proboscis Monkey that is 50 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20monkey%20%28Nasalis%20larvatus%29%20male%20Labuk%20Bay.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkey%20in%20Borneo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkeys%20%28Nasalis%20larvatus%29%20female%20with%20young%20%2814130225406%29.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Proboscis Monkey'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Proboscis Monkey that is 50 years old.'? Is the correct temporal knowledge applied (i.e. 50 years old)? Just reply with 'yes' or 'no'.
2179,Proboscis Monkey,20.0,25.1,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Create,Create a photorealistic image of a Proboscis Monkey that is 12.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20monkey%20%28Nasalis%20larvatus%29%20male%20Labuk%20Bay.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkey%20in%20Borneo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkeys%20%28Nasalis%20larvatus%29%20female%20with%20young%20%2814130225406%29.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Proboscis Monkey'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Proboscis Monkey that is 12.0 years old.'? Is the correct temporal knowledge applied (i.e. 120 years old)? Just reply with 'yes' or 'no'.
2180,Proboscis Monkey,20.0,25.1,(imperative) a photorealistic image of (name) that is 1 month old,youth,Generate,Generate a photorealistic image of a Proboscis Monkey that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20monkey%20%28Nasalis%20larvatus%29%20male%20Labuk%20Bay.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkey%20in%20Borneo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkeys%20%28Nasalis%20larvatus%29%20female%20with%20young%20%2814130225406%29.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Proboscis Monkey'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Proboscis Monkey that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
2181,Proboscis Monkey,20.0,25.1,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Generate,Generate a photorealistic image of a Proboscis Monkey that is 20 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20monkey%20%28Nasalis%20larvatus%29%20male%20Labuk%20Bay.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkey%20in%20Borneo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkeys%20%28Nasalis%20larvatus%29%20female%20with%20young%20%2814130225406%29.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Proboscis Monkey'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Proboscis Monkey that is 20 years old.'? Is the correct temporal knowledge applied (i.e. 20 years old)? Just reply with 'yes' or 'no'.
2182,Proboscis Monkey,20.0,25.1,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Generate,Generate a photorealistic image of a Proboscis Monkey that is 50 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20monkey%20%28Nasalis%20larvatus%29%20male%20Labuk%20Bay.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkey%20in%20Borneo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkeys%20%28Nasalis%20larvatus%29%20female%20with%20young%20%2814130225406%29.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Proboscis Monkey'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Proboscis Monkey that is 50 years old.'? Is the correct temporal knowledge applied (i.e. 50 years old)? Just reply with 'yes' or 'no'.
2183,Proboscis Monkey,20.0,25.1,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Generate,Generate a photorealistic image of a Proboscis Monkey that is 12.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20monkey%20%28Nasalis%20larvatus%29%20male%20Labuk%20Bay.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkey%20in%20Borneo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkeys%20%28Nasalis%20larvatus%29%20female%20with%20young%20%2814130225406%29.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Proboscis Monkey'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Proboscis Monkey that is 12.0 years old.'? Is the correct temporal knowledge applied (i.e. 120 years old)? Just reply with 'yes' or 'no'.
2184,Proboscis Monkey,20.0,25.1,(imperative) a photorealistic image of (name) that is 1 month old,youth,Give me,Give me a photorealistic image of a Proboscis Monkey that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20monkey%20%28Nasalis%20larvatus%29%20male%20Labuk%20Bay.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkey%20in%20Borneo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkeys%20%28Nasalis%20larvatus%29%20female%20with%20young%20%2814130225406%29.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Proboscis Monkey'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Proboscis Monkey that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
2185,Proboscis Monkey,20.0,25.1,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Give me,Give me a photorealistic image of a Proboscis Monkey that is 20 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20monkey%20%28Nasalis%20larvatus%29%20male%20Labuk%20Bay.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkey%20in%20Borneo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkeys%20%28Nasalis%20larvatus%29%20female%20with%20young%20%2814130225406%29.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Proboscis Monkey'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Proboscis Monkey that is 20 years old.'? Is the correct temporal knowledge applied (i.e. 20 years old)? Just reply with 'yes' or 'no'.
2186,Proboscis Monkey,20.0,25.1,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Give me,Give me a photorealistic image of a Proboscis Monkey that is 50 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20monkey%20%28Nasalis%20larvatus%29%20male%20Labuk%20Bay.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkey%20in%20Borneo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkeys%20%28Nasalis%20larvatus%29%20female%20with%20young%20%2814130225406%29.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Proboscis Monkey'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Proboscis Monkey that is 50 years old.'? Is the correct temporal knowledge applied (i.e. 50 years old)? Just reply with 'yes' or 'no'.
2187,Proboscis Monkey,20.0,25.1,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Give me,Give me a photorealistic image of a Proboscis Monkey that is 12.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20monkey%20%28Nasalis%20larvatus%29%20male%20Labuk%20Bay.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkey%20in%20Borneo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkeys%20%28Nasalis%20larvatus%29%20female%20with%20young%20%2814130225406%29.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Proboscis Monkey'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Proboscis Monkey that is 12.0 years old.'? Is the correct temporal knowledge applied (i.e. 120 years old)? Just reply with 'yes' or 'no'.
2188,Proboscis Monkey,20.0,25.1,(imperative) a photorealistic image of (name) that is 1 month old,youth,Produce,Produce a photorealistic image of a Proboscis Monkey that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20monkey%20%28Nasalis%20larvatus%29%20male%20Labuk%20Bay.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkey%20in%20Borneo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkeys%20%28Nasalis%20larvatus%29%20female%20with%20young%20%2814130225406%29.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Proboscis Monkey'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Proboscis Monkey that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
2189,Proboscis Monkey,20.0,25.1,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Produce,Produce a photorealistic image of a Proboscis Monkey that is 20 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20monkey%20%28Nasalis%20larvatus%29%20male%20Labuk%20Bay.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkey%20in%20Borneo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkeys%20%28Nasalis%20larvatus%29%20female%20with%20young%20%2814130225406%29.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Proboscis Monkey'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Proboscis Monkey that is 20 years old.'? Is the correct temporal knowledge applied (i.e. 20 years old)? Just reply with 'yes' or 'no'.
2190,Proboscis Monkey,20.0,25.1,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Produce,Produce a photorealistic image of a Proboscis Monkey that is 50 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20monkey%20%28Nasalis%20larvatus%29%20male%20Labuk%20Bay.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkey%20in%20Borneo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkeys%20%28Nasalis%20larvatus%29%20female%20with%20young%20%2814130225406%29.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Proboscis Monkey'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Proboscis Monkey that is 50 years old.'? Is the correct temporal knowledge applied (i.e. 50 years old)? Just reply with 'yes' or 'no'.
