index,subject,DemolitionDate,goldenrecordImages,promptcategory,BuildingCoordinates,BuildingCountry,RandomBefore,RandomAfter,BuildingCoordinates.1,lon,lat,commonsCategory,isInGoogleLandmark,inception,WikipediaPagesCount,prompt,Imperative,PromptTemplate,difficulty,currentState,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
1045,Tsukiji fish market,10/10/2018,http://commons.wikimedia.org/wiki/Special:FilePath/Tsukiji%20as%20seen%20from%20Shiodome.jpg,before,Point(139.769722222 35.661388888),Japan,12/07/1940,2/8/2027,Point(139.769722222 35.661388888),139.7697222,35.66138889,https://commons.wikimedia.org/wiki/Category:Tsukiji%20fish%20market,0,01/01/1935,32,Give me a photorealistic image of the Tsukiji fish market in Japan before 10/10/2018,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Tsukiji fish market'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Tsukiji fish market in Japan before 10/10/2018'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
1046,Tsukiji fish market,10/10/2018,http://commons.wikimedia.org/wiki/Special:FilePath/Tsukiji%20as%20seen%20from%20Shiodome.jpg,random after,Point(139.769722222 35.661388888),Japan,12/07/1940,2/8/2027,Point(139.769722222 35.661388888),139.7697222,35.66138889,https://commons.wikimedia.org/wiki/Category:Tsukiji%20fish%20market,0,01/01/1935,32,Give me a photorealistic image of the Tsukiji fish market in Japan on 2/8/2027,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Tsukiji fish market'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Tsukiji fish market in Japan on 2/8/2027'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
1047,Tsukiji fish market,10/10/2018,http://commons.wikimedia.org/wiki/Special:FilePath/Tsukiji%20as%20seen%20from%20Shiodome.jpg,after,Point(139.769722222 35.661388888),Japan,12/07/1940,2/8/2027,Point(139.769722222 35.661388888),139.7697222,35.66138889,https://commons.wikimedia.org/wiki/Category:Tsukiji%20fish%20market,0,01/01/1935,32,Give me a photorealistic image of the Tsukiji fish market in Japan after 10/10/2018,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Tsukiji fish market'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Tsukiji fish market in Japan after 10/10/2018'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
1048,Tsukiji fish market,10/10/2018,http://commons.wikimedia.org/wiki/Special:FilePath/Tsukiji%20as%20seen%20from%20Shiodome.jpg,random before,Point(139.769722222 35.661388888),Japan,12/07/1940,2/8/2027,Point(139.769722222 35.661388888),139.7697222,35.66138889,https://commons.wikimedia.org/wiki/Category:Tsukiji%20fish%20market,0,01/01/1935,32,Generate a photorealistic image of the Tsukiji fish market in Japan on 12/07/1940,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Tsukiji fish market'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Tsukiji fish market in Japan on 12/07/1940'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
1049,Tsukiji fish market,10/10/2018,http://commons.wikimedia.org/wiki/Special:FilePath/Tsukiji%20as%20seen%20from%20Shiodome.jpg,before,Point(139.769722222 35.661388888),Japan,12/07/1940,2/8/2027,Point(139.769722222 35.661388888),139.7697222,35.66138889,https://commons.wikimedia.org/wiki/Category:Tsukiji%20fish%20market,0,01/01/1935,32,Generate a photorealistic image of the Tsukiji fish market in Japan before 10/10/2018,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Tsukiji fish market'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Tsukiji fish market in Japan before 10/10/2018'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
1050,Tsukiji fish market,10/10/2018,http://commons.wikimedia.org/wiki/Special:FilePath/Tsukiji%20as%20seen%20from%20Shiodome.jpg,random after,Point(139.769722222 35.661388888),Japan,12/07/1940,2/8/2027,Point(139.769722222 35.661388888),139.7697222,35.66138889,https://commons.wikimedia.org/wiki/Category:Tsukiji%20fish%20market,0,01/01/1935,32,Generate a photorealistic image of the Tsukiji fish market in Japan on 2/8/2027,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Tsukiji fish market'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Tsukiji fish market in Japan on 2/8/2027'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
1051,Tsukiji fish market,10/10/2018,http://commons.wikimedia.org/wiki/Special:FilePath/Tsukiji%20as%20seen%20from%20Shiodome.jpg,after,Point(139.769722222 35.661388888),Japan,12/07/1940,2/8/2027,Point(139.769722222 35.661388888),139.7697222,35.66138889,https://commons.wikimedia.org/wiki/Category:Tsukiji%20fish%20market,0,01/01/1935,32,Generate a photorealistic image of the Tsukiji fish market in Japan after 10/10/2018,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Tsukiji fish market'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Tsukiji fish market in Japan after 10/10/2018'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
1052,Tsukiji fish market,10/10/2018,http://commons.wikimedia.org/wiki/Special:FilePath/Tsukiji%20as%20seen%20from%20Shiodome.jpg,random before,Point(139.769722222 35.661388888),Japan,12/07/1940,2/8/2027,Point(139.769722222 35.661388888),139.7697222,35.66138889,https://commons.wikimedia.org/wiki/Category:Tsukiji%20fish%20market,0,01/01/1935,32,Produce a photorealistic image of the Tsukiji fish market in Japan on 12/07/1940,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Tsukiji fish market'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Tsukiji fish market in Japan on 12/07/1940'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
1053,Tsukiji fish market,10/10/2018,http://commons.wikimedia.org/wiki/Special:FilePath/Tsukiji%20as%20seen%20from%20Shiodome.jpg,before,Point(139.769722222 35.661388888),Japan,12/07/1940,2/8/2027,Point(139.769722222 35.661388888),139.7697222,35.66138889,https://commons.wikimedia.org/wiki/Category:Tsukiji%20fish%20market,0,01/01/1935,32,Produce a photorealistic image of the Tsukiji fish market in Japan before 10/10/2018,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Tsukiji fish market'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Tsukiji fish market in Japan before 10/10/2018'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
1054,Tsukiji fish market,10/10/2018,http://commons.wikimedia.org/wiki/Special:FilePath/Tsukiji%20as%20seen%20from%20Shiodome.jpg,random after,Point(139.769722222 35.661388888),Japan,12/07/1940,2/8/2027,Point(139.769722222 35.661388888),139.7697222,35.66138889,https://commons.wikimedia.org/wiki/Category:Tsukiji%20fish%20market,0,01/01/1935,32,Produce a photorealistic image of the Tsukiji fish market in Japan on 2/8/2027,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Tsukiji fish market'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Tsukiji fish market in Japan on 2/8/2027'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
1055,Tsukiji fish market,10/10/2018,http://commons.wikimedia.org/wiki/Special:FilePath/Tsukiji%20as%20seen%20from%20Shiodome.jpg,after,Point(139.769722222 35.661388888),Japan,12/07/1940,2/8/2027,Point(139.769722222 35.661388888),139.7697222,35.66138889,https://commons.wikimedia.org/wiki/Category:Tsukiji%20fish%20market,0,01/01/1935,32,Produce a photorealistic image of the Tsukiji fish market in Japan after 10/10/2018,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Tsukiji fish market'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Tsukiji fish market in Japan after 10/10/2018'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
1056,"Vladimir Lenin monument, Kyiv",12/08/2013,http://commons.wikimedia.org/wiki/Special:FilePath/Lenin%20moniment%20in%20kiev.png,random before,Point(30.519444444 50.442488888),Ukraine,08/03/1952,8/5/2023,Point(30.519444444 50.442488888),30.51944444,50.44248889,https://commons.wikimedia.org/wiki/Category:Statue%20of%20Lenin%20in%20Kyiv,0,01/01/1939,12,"Create a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine on 08/03/1952",Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by new,,"Is the following subject present in the image: 'Vladimir Lenin monument, Kyiv'? Just reply with 'yes' or 'no'.",Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Create a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine on 08/03/1952'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'."
1057,"Vladimir Lenin monument, Kyiv",12/08/2013,http://commons.wikimedia.org/wiki/Special:FilePath/Lenin%20moniment%20in%20kiev.png,before,Point(30.519444444 50.442488888),Ukraine,08/03/1952,8/5/2023,Point(30.519444444 50.442488888),30.51944444,50.44248889,https://commons.wikimedia.org/wiki/Category:Statue%20of%20Lenin%20in%20Kyiv,0,01/01/1939,12,"Create a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine before 12/08/2013",Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by new,,"Is the following subject present in the image: 'Vladimir Lenin monument, Kyiv'? Just reply with 'yes' or 'no'.",Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Create a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine before 12/08/2013'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'."
1058,"Vladimir Lenin monument, Kyiv",12/08/2013,http://commons.wikimedia.org/wiki/Special:FilePath/Lenin%20moniment%20in%20kiev.png,random after,Point(30.519444444 50.442488888),Ukraine,08/03/1952,8/5/2023,Point(30.519444444 50.442488888),30.51944444,50.44248889,https://commons.wikimedia.org/wiki/Category:Statue%20of%20Lenin%20in%20Kyiv,0,01/01/1939,12,"Create a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine on 8/5/2023",Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by new,,"Is the following subject present in the image: 'Vladimir Lenin monument, Kyiv'? Just reply with 'yes' or 'no'.",Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Create a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine on 8/5/2023'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'."
1059,"Vladimir Lenin monument, Kyiv",12/08/2013,http://commons.wikimedia.org/wiki/Special:FilePath/Lenin%20moniment%20in%20kiev.png,after,Point(30.519444444 50.442488888),Ukraine,08/03/1952,8/5/2023,Point(30.519444444 50.442488888),30.51944444,50.44248889,https://commons.wikimedia.org/wiki/Category:Statue%20of%20Lenin%20in%20Kyiv,0,01/01/1939,12,"Create a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine after 12/08/2013",Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by new,,"Is the following subject present in the image: 'Vladimir Lenin monument, Kyiv'? Just reply with 'yes' or 'no'.",Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Create a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine after 12/08/2013'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'."
1060,"Vladimir Lenin monument, Kyiv",12/08/2013,http://commons.wikimedia.org/wiki/Special:FilePath/Lenin%20moniment%20in%20kiev.png,random before,Point(30.519444444 50.442488888),Ukraine,08/03/1952,8/5/2023,Point(30.519444444 50.442488888),30.51944444,50.44248889,https://commons.wikimedia.org/wiki/Category:Statue%20of%20Lenin%20in%20Kyiv,0,01/01/1939,12,"Give me a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine on 08/03/1952",Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by new,,"Is the following subject present in the image: 'Vladimir Lenin monument, Kyiv'? Just reply with 'yes' or 'no'.",Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Give me a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine on 08/03/1952'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'."
1061,"Vladimir Lenin monument, Kyiv",12/08/2013,http://commons.wikimedia.org/wiki/Special:FilePath/Lenin%20moniment%20in%20kiev.png,before,Point(30.519444444 50.442488888),Ukraine,08/03/1952,8/5/2023,Point(30.519444444 50.442488888),30.51944444,50.44248889,https://commons.wikimedia.org/wiki/Category:Statue%20of%20Lenin%20in%20Kyiv,0,01/01/1939,12,"Give me a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine before 12/08/2013",Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by new,,"Is the following subject present in the image: 'Vladimir Lenin monument, Kyiv'? Just reply with 'yes' or 'no'.",Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Give me a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine before 12/08/2013'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'."
1062,"Vladimir Lenin monument, Kyiv",12/08/2013,http://commons.wikimedia.org/wiki/Special:FilePath/Lenin%20moniment%20in%20kiev.png,random after,Point(30.519444444 50.442488888),Ukraine,08/03/1952,8/5/2023,Point(30.519444444 50.442488888),30.51944444,50.44248889,https://commons.wikimedia.org/wiki/Category:Statue%20of%20Lenin%20in%20Kyiv,0,01/01/1939,12,"Give me a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine on 8/5/2023",Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by new,,"Is the following subject present in the image: 'Vladimir Lenin monument, Kyiv'? Just reply with 'yes' or 'no'.",Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Give me a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine on 8/5/2023'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'."
1063,"Vladimir Lenin monument, Kyiv",12/08/2013,http://commons.wikimedia.org/wiki/Special:FilePath/Lenin%20moniment%20in%20kiev.png,after,Point(30.519444444 50.442488888),Ukraine,08/03/1952,8/5/2023,Point(30.519444444 50.442488888),30.51944444,50.44248889,https://commons.wikimedia.org/wiki/Category:Statue%20of%20Lenin%20in%20Kyiv,0,01/01/1939,12,"Give me a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine after 12/08/2013",Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by new,,"Is the following subject present in the image: 'Vladimir Lenin monument, Kyiv'? Just reply with 'yes' or 'no'.",Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Give me a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine after 12/08/2013'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'."
1064,"Vladimir Lenin monument, Kyiv",12/08/2013,http://commons.wikimedia.org/wiki/Special:FilePath/Lenin%20moniment%20in%20kiev.png,random before,Point(30.519444444 50.442488888),Ukraine,08/03/1952,8/5/2023,Point(30.519444444 50.442488888),30.51944444,50.44248889,https://commons.wikimedia.org/wiki/Category:Statue%20of%20Lenin%20in%20Kyiv,0,01/01/1939,12,"Generate a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine on 08/03/1952",Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by new,,"Is the following subject present in the image: 'Vladimir Lenin monument, Kyiv'? Just reply with 'yes' or 'no'.",Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Generate a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine on 08/03/1952'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'."
1065,"Vladimir Lenin monument, Kyiv",12/08/2013,http://commons.wikimedia.org/wiki/Special:FilePath/Lenin%20moniment%20in%20kiev.png,before,Point(30.519444444 50.442488888),Ukraine,08/03/1952,8/5/2023,Point(30.519444444 50.442488888),30.51944444,50.44248889,https://commons.wikimedia.org/wiki/Category:Statue%20of%20Lenin%20in%20Kyiv,0,01/01/1939,12,"Generate a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine before 12/08/2013",Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by new,,"Is the following subject present in the image: 'Vladimir Lenin monument, Kyiv'? Just reply with 'yes' or 'no'.",Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Generate a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine before 12/08/2013'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'."
1066,"Vladimir Lenin monument, Kyiv",12/08/2013,http://commons.wikimedia.org/wiki/Special:FilePath/Lenin%20moniment%20in%20kiev.png,random after,Point(30.519444444 50.442488888),Ukraine,08/03/1952,8/5/2023,Point(30.519444444 50.442488888),30.51944444,50.44248889,https://commons.wikimedia.org/wiki/Category:Statue%20of%20Lenin%20in%20Kyiv,0,01/01/1939,12,"Generate a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine on 8/5/2023",Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by new,,"Is the following subject present in the image: 'Vladimir Lenin monument, Kyiv'? Just reply with 'yes' or 'no'.",Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Generate a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine on 8/5/2023'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'."
1067,"Vladimir Lenin monument, Kyiv",12/08/2013,http://commons.wikimedia.org/wiki/Special:FilePath/Lenin%20moniment%20in%20kiev.png,after,Point(30.519444444 50.442488888),Ukraine,08/03/1952,8/5/2023,Point(30.519444444 50.442488888),30.51944444,50.44248889,https://commons.wikimedia.org/wiki/Category:Statue%20of%20Lenin%20in%20Kyiv,0,01/01/1939,12,"Generate a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine after 12/08/2013",Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by new,,"Is the following subject present in the image: 'Vladimir Lenin monument, Kyiv'? Just reply with 'yes' or 'no'.",Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Generate a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine after 12/08/2013'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'."
1068,"Vladimir Lenin monument, Kyiv",12/08/2013,http://commons.wikimedia.org/wiki/Special:FilePath/Lenin%20moniment%20in%20kiev.png,random before,Point(30.519444444 50.442488888),Ukraine,08/03/1952,8/5/2023,Point(30.519444444 50.442488888),30.51944444,50.44248889,https://commons.wikimedia.org/wiki/Category:Statue%20of%20Lenin%20in%20Kyiv,0,01/01/1939,12,"Produce a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine on 08/03/1952",Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by new,,"Is the following subject present in the image: 'Vladimir Lenin monument, Kyiv'? Just reply with 'yes' or 'no'.",Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Produce a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine on 08/03/1952'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'."
1069,"Vladimir Lenin monument, Kyiv",12/08/2013,http://commons.wikimedia.org/wiki/Special:FilePath/Lenin%20moniment%20in%20kiev.png,before,Point(30.519444444 50.442488888),Ukraine,08/03/1952,8/5/2023,Point(30.519444444 50.442488888),30.51944444,50.44248889,https://commons.wikimedia.org/wiki/Category:Statue%20of%20Lenin%20in%20Kyiv,0,01/01/1939,12,"Produce a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine before 12/08/2013",Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by new,,"Is the following subject present in the image: 'Vladimir Lenin monument, Kyiv'? Just reply with 'yes' or 'no'.",Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Produce a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine before 12/08/2013'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'."
1070,"Vladimir Lenin monument, Kyiv",12/08/2013,http://commons.wikimedia.org/wiki/Special:FilePath/Lenin%20moniment%20in%20kiev.png,random after,Point(30.519444444 50.442488888),Ukraine,08/03/1952,8/5/2023,Point(30.519444444 50.442488888),30.51944444,50.44248889,https://commons.wikimedia.org/wiki/Category:Statue%20of%20Lenin%20in%20Kyiv,0,01/01/1939,12,"Produce a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine on 8/5/2023",Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by new,,"Is the following subject present in the image: 'Vladimir Lenin monument, Kyiv'? Just reply with 'yes' or 'no'.",Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Produce a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine on 8/5/2023'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'."
1071,"Vladimir Lenin monument, Kyiv",12/08/2013,http://commons.wikimedia.org/wiki/Special:FilePath/Lenin%20moniment%20in%20kiev.png,after,Point(30.519444444 50.442488888),Ukraine,08/03/1952,8/5/2023,Point(30.519444444 50.442488888),30.51944444,50.44248889,https://commons.wikimedia.org/wiki/Category:Statue%20of%20Lenin%20in%20Kyiv,0,01/01/1939,12,"Produce a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine after 12/08/2013",Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by new,,"Is the following subject present in the image: 'Vladimir Lenin monument, Kyiv'? Just reply with 'yes' or 'no'.",Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,"Is the image correct for the following prompt: 'Produce a photorealistic image of the Vladimir Lenin monument, Kyiv in Ukraine after 12/08/2013'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'."
1072,Všesportovní stadion,01/01/2021,http://commons.wikimedia.org/wiki/Special:FilePath/Fotbalov%C3%BD%20stadion%20v%20Hradci%20Kr%C3%A1lov%C3%A9.jpg,random before,Point(15.845278 50.206111),Czech Republic,10/24/1993,6/13/2022,Point(15.845278 50.206111),15.845278,50.206111,https://commons.wikimedia.org/wiki/Category:V%C5%A1esportovn%C3%AD%20stadion,0,01/01/1966,8,Create a photorealistic image of the Všesportovní stadion in Czech Republic on 10/24/1993,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by new,,Is the following subject present in the image: 'Všesportovní stadion'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Všesportovní stadion in Czech Republic on 10/24/1993'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
