index,promptcategory,timecategory,imperative,temporalvalue,daytimevalue,subject,prompt,difficulty,prompttemplate,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
1359,Seasonality,Date,Generate,12/06/1938,,a lake,Generate a photorealistic image of a lake in europe on 12/06/1938 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a lake'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a lake in europe on 12/06/1938 '? Is the correct temporal knowledge applied (i.e. 12/06/1938)? Just reply with 'yes' or 'no'.
1360,Seasonality,Date,Generate,12/25/1998,,a lake,Generate a photorealistic image of a lake in europe on 12/25/1998 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a lake'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a lake in europe on 12/25/1998 '? Is the correct temporal knowledge applied (i.e. 12/25/1998)? Just reply with 'yes' or 'no'.
1361,Daytime,Daytime,Generate,,morning,a lake,Generate a photorealistic image of a lake in europe in the morning,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,dewy,misty,sunrise,soft light,golden light,rising sun",Is the following subject present in the image: 'a lake'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a lake in europe in the morning'? Is the correct temporal knowledge applied (i.e. morning)? Just reply with 'yes' or 'no'.
1362,Daytime,Daytime,Generate,,evening,a lake,Generate a photorealistic image of a lake in europe in the evening,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,shadowy,dim,sunset,setting sun,long shadows,deep shadows",Is the following subject present in the image: 'a lake'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a lake in europe in the evening'? Is the correct temporal knowledge applied (i.e. evening)? Just reply with 'yes' or 'no'.
1363,Daytime,Daytime,Generate,,6am,a lake,Generate a photorealistic image of a lake in europe at 6am,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,dewy,misty,sunrise,soft light,golden light,rising sun",Is the following subject present in the image: 'a lake'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a lake in europe at 6am'? Is the correct temporal knowledge applied (i.e. 6am)? Just reply with 'yes' or 'no'.
1364,Daytime,Daytime,Generate,,6pm,a lake,Generate a photorealistic image of a lake in europe at 6pm,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,shadowy,dim,sunset,setting sun,shadows lengthen,shadows deepen",Is the following subject present in the image: 'a lake'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a lake in europe at 6pm'? Is the correct temporal knowledge applied (i.e. 6pm)? Just reply with 'yes' or 'no'.
1365,Seasonality,Month,Produce,january,,a forest,Produce a photorealistic image of a forest in europe in january ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe in january '? Is the correct temporal knowledge applied (i.e. january)? Just reply with 'yes' or 'no'.
1366,Seasonality,Month,Produce,february,,a forest,Produce a photorealistic image of a forest in europe in february ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe in february '? Is the correct temporal knowledge applied (i.e. february)? Just reply with 'yes' or 'no'.
1367,Seasonality,Month,Produce,march,,a forest,Produce a photorealistic image of a forest in europe in march ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe in march '? Is the correct temporal knowledge applied (i.e. march)? Just reply with 'yes' or 'no'.
1368,Seasonality,Month,Produce,april,,a forest,Produce a photorealistic image of a forest in europe in april ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe in april '? Is the correct temporal knowledge applied (i.e. april)? Just reply with 'yes' or 'no'.
1369,Seasonality,Month,Produce,may,,a forest,Produce a photorealistic image of a forest in europe in may ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe in may '? Is the correct temporal knowledge applied (i.e. may)? Just reply with 'yes' or 'no'.
1370,Seasonality,Month,Produce,june,,a forest,Produce a photorealistic image of a forest in europe in june ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe in june '? Is the correct temporal knowledge applied (i.e. june)? Just reply with 'yes' or 'no'.
1371,Seasonality,Month,Produce,july,,a forest,Produce a photorealistic image of a forest in europe in july ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe in july '? Is the correct temporal knowledge applied (i.e. july)? Just reply with 'yes' or 'no'.
1372,Seasonality,Month,Produce,august,,a forest,Produce a photorealistic image of a forest in europe in august ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe in august '? Is the correct temporal knowledge applied (i.e. august)? Just reply with 'yes' or 'no'.
1373,Seasonality,Month,Produce,september,,a forest,Produce a photorealistic image of a forest in europe in september ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe in september '? Is the correct temporal knowledge applied (i.e. september)? Just reply with 'yes' or 'no'.
1374,Seasonality,Month,Produce,november,,a forest,Produce a photorealistic image of a forest in europe in november ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe in november '? Is the correct temporal knowledge applied (i.e. november)? Just reply with 'yes' or 'no'.
1375,Seasonality,Month,Produce,december,,a forest,Produce a photorealistic image of a forest in europe in december ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe in december '? Is the correct temporal knowledge applied (i.e. december)? Just reply with 'yes' or 'no'.
1376,Seasonality,Season,Produce,spring,,a forest,Produce a photorealistic image of a forest in europe in spring ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe in spring '? Is the correct temporal knowledge applied (i.e. spring)? Just reply with 'yes' or 'no'.
1377,Seasonality,Season,Produce,summer,,a forest,Produce a photorealistic image of a forest in europe in summer ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe in summer '? Is the correct temporal knowledge applied (i.e. summer)? Just reply with 'yes' or 'no'.
1378,Seasonality,Season,Produce,fall,,a forest,Produce a photorealistic image of a forest in europe in fall ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe in fall '? Is the correct temporal knowledge applied (i.e. fall)? Just reply with 'yes' or 'no'.
1379,Seasonality,Season,Produce,winter,,a forest,Produce a photorealistic image of a forest in europe in winter ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe in winter '? Is the correct temporal knowledge applied (i.e. winter)? Just reply with 'yes' or 'no'.
1380,Seasonality,Date,Produce,01/21/1707,,a forest,Produce a photorealistic image of a forest in europe on 01/21/1707 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 01/21/1707 '? Is the correct temporal knowledge applied (i.e. 01/21/1707)? Just reply with 'yes' or 'no'.
1381,Seasonality,Date,Produce,01/14/1753,,a forest,Produce a photorealistic image of a forest in europe on 01/14/1753 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 01/14/1753 '? Is the correct temporal knowledge applied (i.e. 01/14/1753)? Just reply with 'yes' or 'no'.
1382,Seasonality,Date,Produce,02/08/1707,,a forest,Produce a photorealistic image of a forest in europe on 02/08/1707 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 02/08/1707 '? Is the correct temporal knowledge applied (i.e. 02/08/1707)? Just reply with 'yes' or 'no'.
1383,Seasonality,Date,Produce,02/21/1797,,a forest,Produce a photorealistic image of a forest in europe on 02/21/1797 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 02/21/1797 '? Is the correct temporal knowledge applied (i.e. 02/21/1797)? Just reply with 'yes' or 'no'.
1384,Seasonality,Date,Produce,03/01/1742,,a forest,Produce a photorealistic image of a forest in europe on 03/01/1742 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 03/01/1742 '? Is the correct temporal knowledge applied (i.e. 03/01/1742)? Just reply with 'yes' or 'no'.
1385,Seasonality,Date,Produce,03/05/1796,,a forest,Produce a photorealistic image of a forest in europe on 03/05/1796 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 03/05/1796 '? Is the correct temporal knowledge applied (i.e. 03/05/1796)? Just reply with 'yes' or 'no'.
1386,Seasonality,Date,Produce,04/16/1712,,a forest,Produce a photorealistic image of a forest in europe on 04/16/1712 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 04/16/1712 '? Is the correct temporal knowledge applied (i.e. 04/16/1712)? Just reply with 'yes' or 'no'.
1387,Seasonality,Date,Produce,04/03/1785,,a forest,Produce a photorealistic image of a forest in europe on 04/03/1785 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 04/03/1785 '? Is the correct temporal knowledge applied (i.e. 04/03/1785)? Just reply with 'yes' or 'no'.
1388,Seasonality,Date,Produce,05/29/1713,,a forest,Produce a photorealistic image of a forest in europe on 05/29/1713 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 05/29/1713 '? Is the correct temporal knowledge applied (i.e. 05/29/1713)? Just reply with 'yes' or 'no'.
1389,Seasonality,Date,Produce,05/10/1757,,a forest,Produce a photorealistic image of a forest in europe on 05/10/1757 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 05/10/1757 '? Is the correct temporal knowledge applied (i.e. 05/10/1757)? Just reply with 'yes' or 'no'.
1390,Seasonality,Date,Produce,06/02/1711,,a forest,Produce a photorealistic image of a forest in europe on 06/02/1711 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 06/02/1711 '? Is the correct temporal knowledge applied (i.e. 06/02/1711)? Just reply with 'yes' or 'no'.
1391,Seasonality,Date,Produce,06/10/1753,,a forest,Produce a photorealistic image of a forest in europe on 06/10/1753 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 06/10/1753 '? Is the correct temporal knowledge applied (i.e. 06/10/1753)? Just reply with 'yes' or 'no'.
1392,Seasonality,Date,Produce,07/17/1746,,a forest,Produce a photorealistic image of a forest in europe on 07/17/1746 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 07/17/1746 '? Is the correct temporal knowledge applied (i.e. 07/17/1746)? Just reply with 'yes' or 'no'.
1393,Seasonality,Date,Produce,07/15/1785,,a forest,Produce a photorealistic image of a forest in europe on 07/15/1785 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 07/15/1785 '? Is the correct temporal knowledge applied (i.e. 07/15/1785)? Just reply with 'yes' or 'no'.
1394,Seasonality,Date,Produce,08/25/1720,,a forest,Produce a photorealistic image of a forest in europe on 08/25/1720 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 08/25/1720 '? Is the correct temporal knowledge applied (i.e. 08/25/1720)? Just reply with 'yes' or 'no'.
1395,Seasonality,Date,Produce,08/22/1773,,a forest,Produce a photorealistic image of a forest in europe on 08/22/1773 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 08/22/1773 '? Is the correct temporal knowledge applied (i.e. 08/22/1773)? Just reply with 'yes' or 'no'.
1396,Seasonality,Date,Produce,09/06/1728,,a forest,Produce a photorealistic image of a forest in europe on 09/06/1728 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 09/06/1728 '? Is the correct temporal knowledge applied (i.e. 09/06/1728)? Just reply with 'yes' or 'no'.
1397,Seasonality,Date,Produce,09/25/1799,,a forest,Produce a photorealistic image of a forest in europe on 09/25/1799 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 09/25/1799 '? Is the correct temporal knowledge applied (i.e. 09/25/1799)? Just reply with 'yes' or 'no'.
1398,Seasonality,Date,Produce,10/27/1745,,a forest,Produce a photorealistic image of a forest in europe on 10/27/1745 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 10/27/1745 '? Is the correct temporal knowledge applied (i.e. 10/27/1745)? Just reply with 'yes' or 'no'.
1399,Seasonality,Date,Produce,10/21/1767,,a forest,Produce a photorealistic image of a forest in europe on 10/21/1767 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 10/21/1767 '? Is the correct temporal knowledge applied (i.e. 10/21/1767)? Just reply with 'yes' or 'no'.
1400,Seasonality,Date,Produce,11/11/1744,,a forest,Produce a photorealistic image of a forest in europe on 11/11/1744 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 11/11/1744 '? Is the correct temporal knowledge applied (i.e. 11/11/1744)? Just reply with 'yes' or 'no'.
1401,Seasonality,Date,Produce,11/29/1781,,a forest,Produce a photorealistic image of a forest in europe on 11/29/1781 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 11/29/1781 '? Is the correct temporal knowledge applied (i.e. 11/29/1781)? Just reply with 'yes' or 'no'.
1402,Seasonality,Date,Produce,12/02/1731,,a forest,Produce a photorealistic image of a forest in europe on 12/02/1731 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 12/02/1731 '? Is the correct temporal knowledge applied (i.e. 12/02/1731)? Just reply with 'yes' or 'no'.
1403,Seasonality,Date,Produce,12/10/1760,,a forest,Produce a photorealistic image of a forest in europe on 12/10/1760 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a forest in europe on 12/10/1760 '? Is the correct temporal knowledge applied (i.e. 12/10/1760)? Just reply with 'yes' or 'no'.
